"Fitness", "Individual", "Variable", "Value"
0.5300203131446972, 66, Renovation Cycle, 0.8235035870007987
0.5300203131446972, 66, Energy Intensity, 0.5500904100331216
0.5300203131446972, 66, Typesplit and Splitshare, 0.7671305498849236
0.5300203131446972, 66, Dwelling, 0.16543670643614283
0.5185647688339361, 67, Population, 0.6968782440548044
0.5185647688339361, 67, Renovation Cycle, 0.10640959899084534
0.5185647688339361, 67, Energy Intensity, 0.08835227729655237
0.5185647688339361, 67, Typesplit and Splitshare, 0.9116213492355199
0.5185647688339361, 67, Dwelling, 0.40548697518218046
0.5135951917427855, 68, Population, 0.4979783250282298
0.5135951917427855, 68, Renovation Cycle, 0.6067016077589436
0.5135951917427855, 68, Energy Intensity, 0.8021307182180213
0.5135951917427855, 68, Typesplit and Splitshare, 0.8835984312998915
0.5135951917427855, 68, Dwelling, 0.8702011091885917
0.5080966834314907, 69, Population, 0.27243535500896887
0.5080966834314907, 69, Renovation Cycle, 0.9568848068650551
0.5080966834314907, 69, Energy Intensity, 0.563510880563353
0.5080966834314907, 69, Typesplit and Splitshare, 0.7815680237699685
0.5080966834314907, 69, Dwelling, 0.7669821350565854
0.5002010664823745, 70, Population, 0.9824786167827451
0.5002010664823745, 70, Renovation Cycle, 0.8120544341153958
0.5002010664823745, 70, Energy Intensity, 0.6030755450393328
0.5002010664823745, 70, Typesplit and Splitshare, 0.9534525777014543
0.5002010664823745, 70, Dwelling, 0.3243632730161603
0.49856231109996335, 71, Population, 0.183560155873563
0.49856231109996335, 71, Renovation Cycle, 0.20993295074262874
0.49856231109996335, 71, Energy Intensity, 0.47015224749880236
0.49856231109996335, 71, Typesplit and Splitshare, 0.6643069074106533
0.49856231109996335, 71, Dwelling, 0.3398095328344952
0.4906204193355221, 72, Population, 0.21945697670738418
0.4906204193355221, 72, Renovation Cycle, 0.5057495762598773
0.4906204193355221, 72, Energy Intensity, 0.8341611720562941
0.4906204193355221, 72, Typesplit and Splitshare, 0.7416750018644267
0.4906204193355221, 72, Dwelling, 0.671467407529663
0.48572175923978206, 73, Population, 0.5501927221226426
0.48572175923978206, 73, Renovation Cycle, 0.4468183578129181
0.48572175923978206, 73, Energy Intensity, 0.9718407642204878
0.48572175923978206, 73, Typesplit and Splitshare, 0.8931020277009147
0.48572175923978206, 73, Dwelling, 0.2425879770039453
0.4845890804109267, 74, Population, 0.03222676873656172
0.4845890804109267, 74, Renovation Cycle, 0.5162775424689638
0.4845890804109267, 74, Energy Intensity, 0.4599022377298958
0.4845890804109267, 74, Typesplit and Splitshare, 0.6666278686661552
0.4845890804109267, 74, Dwelling, 0.866508329603503
0.4820362045688241, 75, Population, 0.1366250287612355
0.4820362045688241, 75, Renovation Cycle, 0.68401763086257
0.4820362045688241, 75, Energy Intensity, 0.7076566219255971
0.4820362045688241, 75, Typesplit and Splitshare, 0.705572823269746
0.4820362045688241, 75, Dwelling, 0.6001088867228058
0.4814718354627481, 76, Population, 0.38736043383412355
0.4814718354627481, 76, Renovation Cycle, 0.2803821145115706
0.4814718354627481, 76, Energy Intensity, 0.4519317697006753
0.4814718354627481, 76, Typesplit and Splitshare, 0.8239239321360416
0.4814718354627481, 76, Dwelling, 0.7678571496592279
0.47072369645307627, 77, Population, 0.577708165786658
0.47072369645307627, 77, Renovation Cycle, 0.9403429372042837
0.47072369645307627, 77, Energy Intensity, 0.8495691869975263
0.47072369645307627, 77, Typesplit and Splitshare, 0.8909878673569916
0.47072369645307627, 77, Dwelling, 0.2661187616037627
0.4705857912248831, 78, Population, 0.22342158155060743
0.4705857912248831, 78, Renovation Cycle, 0.8931391838204877
0.4705857912248831, 78, Energy Intensity, 0.02223904428789536
0.4705857912248831, 78, Typesplit and Splitshare, 0.6901721074618112
0.4705857912248831, 78, Dwelling, 0.037190671998262315
0.4687982793555944, 79, Population, 0.06109725380976205
0.4687982793555944, 79, Renovation Cycle, 0.796391429388234
0.4687982793555944, 79, Energy Intensity, 0.6505831983332137
0.4687982793555944, 79, Typesplit and Splitshare, 0.6489972355204943
0.4687982793555944, 79, Dwelling, 0.8422655891219293
0.4437400748802789, 80, Population, 0.3081063596316015
0.4437400748802789, 80, Renovation Cycle, 0.017254994007308344
0.4437400748802789, 80, Energy Intensity, 0.07138697692626594
0.4437400748802789, 80, Typesplit and Splitshare, 0.7596216800780108
0.4437400748802789, 80, Dwelling, 0.007394562120167647
0.4435569366072631, 81, Population, 0.10272728138568399
0.4435569366072631, 81, Renovation Cycle, 0.0607268080736888
0.4435569366072631, 81, Energy Intensity, 0.7805886392270102
0.4435569366072631, 81, Typesplit and Splitshare, 0.6354089653484373
0.4435569366072631, 81, Dwelling, 0.8386181666259301
0.43715530819675874, 82, Population, 0.4142400763477202
0.43715530819675874, 82, Renovation Cycle, 0.35293254952456166
0.43715530819675874, 82, Energy Intensity, 0.48946062756697006
0.43715530819675874, 82, Typesplit and Splitshare, 0.8209817997926552
0.43715530819675874, 82, Dwelling, 0.5087966139709075
0.4188469095250133, 83, Population, 0.6720958149211763
0.4188469095250133, 83, Renovation Cycle, 0.5767771194199598
0.4188469095250133, 83, Energy Intensity, 0.9722274951820501
0.4188469095250133, 83, Typesplit and Splitshare, 0.9052539579952816
0.4188469095250133, 83, Dwelling, 0.5259729334496882
0.38187354247091604, 84, Population, 0.47061856793030354
0.38187354247091604, 84, Renovation Cycle, 0.4325621488122201
0.38187354247091604, 84, Energy Intensity, 0.698518549061451
0.38187354247091604, 84, Typesplit and Splitshare, 0.8423342795463236
0.38187354247091604, 84, Dwelling, 0.6151839356783414
0.37824215156613106, 85, Population, 0.18934460514015916
0.37824215156613106, 85, Renovation Cycle, 0.38611439407056014
0.37824215156613106, 85, Energy Intensity, 0.211532629103788
0.37824215156613106, 85, Typesplit and Splitshare, 0.4855949851493322
0.37824215156613106, 85, Dwelling, 0.3489850294787057
0.36007504522131545, 86, Population, 0.7649474800195692
0.36007504522131545, 86, Renovation Cycle, 0.6573015639762751
0.36007504522131545, 86, Energy Intensity, 0.2988203903170703
0.36007504522131545, 86, Typesplit and Splitshare, 0.8892226729564041
0.36007504522131545, 86, Dwelling, 0.45235351289721726
0.35745965356439713, 87, Population, 0.01987445084342232
0.35745965356439713, 87, Renovation Cycle, 0.2739732323393549
0.35745965356439713, 87, Energy Intensity, 0.12066863361192814
0.35745965356439713, 87, Typesplit and Splitshare, 0.5276326888857342
0.35745965356439713, 87, Dwelling, 0.6465319735681001
0.35653973056669874, 88, Population, 0.07979575401648509
0.35653973056669874, 88, Renovation Cycle, 0.6824924487363372
0.35653973056669874, 88, Energy Intensity, 0.5273786076094298
0.35653973056669874, 88, Typesplit and Splitshare, 0.5300498041004598
0.35653973056669874, 88, Dwelling, 0.6889273681792148
0.35534185062941415, 89, Population, 0.18749950888602018
0.35534185062941415, 89, Renovation Cycle, 0.7378631960415608
0.35534185062941415, 89, Energy Intensity, 0.49884850186728347
0.35534185062941415, 89, Typesplit and Splitshare, 0.5128021416167413
0.35534185062941415, 89, Dwelling, 0.0764148334232978
0.3540206580028136, 90, Population, 0.807791381105778
0.3540206580028136, 90, Renovation Cycle, 0.48081497462856926
0.3540206580028136, 90, Energy Intensity, 0.9645303464315217
0.3540206580028136, 90, Typesplit and Splitshare, 0.9130831915369974
0.3540206580028136, 90, Dwelling, 0.32209848507834815
0.353150625641852, 91, Population, 0.2485430231252833
0.353150625641852, 91, Renovation Cycle, 0.6824904333685926
0.353150625641852, 91, Energy Intensity, 0.786573740750938
0.353150625641852, 91, Typesplit and Splitshare, 0.6759277004549596
0.353150625641852, 91, Dwelling, 0.2632738792260997
0.34815554596259773, 92, Population, 0.8710118454684329
0.34815554596259773, 92, Renovation Cycle, 0.1288429764934812
0.34815554596259773, 92, Energy Intensity, 0.6368363646994266
0.34815554596259773, 92, Typesplit and Splitshare, 0.9125465104176042
0.34815554596259773, 92, Dwelling, 0.7162876148498135
0.3420452237599085, 93, Population, 0.46097927081268375
0.3420452237599085, 93, Renovation Cycle, 0.7933315740986224
0.3420452237599085, 93, Energy Intensity, 0.3531295500056578
0.3420452237599085, 93, Typesplit and Splitshare, 0.7883552125234476
0.3420452237599085, 93, Dwelling, 0.8506225146538174
0.340705646550114, 94, Population, 0.9516107289692662
0.340705646550114, 94, Renovation Cycle, 0.7800654418873592
0.340705646550114, 94, Energy Intensity, 0.27076107789431203
