"Fitness", "Individual", "Variable", "Value"
0.04603370384502693, 358, Renovation Cycle, 2058
0.04603370384502693, 358, Energy Intensity, 2071
0.04603370384502693, 358, Typesplit and Splitshare, 2086
0.04603370384502693, 358, Dwelling, 2027
0.045482267174243786, 359, Population, 2028
0.045482267174243786, 359, Renovation Cycle, 2095
0.045482267174243786, 359, Energy Intensity, 2033
0.045482267174243786, 359, Typesplit and Splitshare, 2048
0.045482267174243786, 359, Dwelling, 2037
0.04453066562622727, 360, Population, 2081
0.04453066562622727, 360, Renovation Cycle, 2065
0.04453066562622727, 360, Energy Intensity, 2094
0.04453066562622727, 360, Typesplit and Splitshare, 2053
0.04453066562622727, 360, Dwelling, 2058
0.04251627379205093, 361, Population, 2041
0.04251627379205093, 361, Renovation Cycle, 2085
0.04251627379205093, 361, Energy Intensity, 2050
0.04251627379205093, 361, Typesplit and Splitshare, 2029
0.04251627379205093, 361, Dwelling, 2065
0.04187919125586394, 362, Population, 2074
0.04187919125586394, 362, Renovation Cycle, 2062
0.04187919125586394, 362, Energy Intensity, 2083
0.04187919125586394, 362, Typesplit and Splitshare, 2058
0.04187919125586394, 362, Dwelling, 2062
0.041800391546875794, 363, Population, 2091
0.041800391546875794, 363, Renovation Cycle, 2091
0.041800391546875794, 363, Energy Intensity, 2076
0.041800391546875794, 363, Typesplit and Splitshare, 2094
0.041800391546875794, 363, Dwelling, 2089
0.04161783292398472, 364, Population, 2030
0.04161783292398472, 364, Renovation Cycle, 2061
0.04161783292398472, 364, Energy Intensity, 2061
0.04161783292398472, 364, Typesplit and Splitshare, 2045
0.04161783292398472, 364, Dwelling, 2081
0.04146838694328963, 365, Population, 2048
0.04146838694328963, 365, Renovation Cycle, 2053
0.04146838694328963, 365, Energy Intensity, 2075
0.04146838694328963, 365, Typesplit and Splitshare, 2041
0.04146838694328963, 365, Dwelling, 2029
0.04141442417678628, 366, Population, 2083
0.04141442417678628, 366, Renovation Cycle, 2047
0.04141442417678628, 366, Energy Intensity, 2036
0.04141442417678628, 366, Typesplit and Splitshare, 2073
0.04141442417678628, 366, Dwelling, 2031
0.041194451864499985, 367, Population, 2088
0.041194451864499985, 367, Renovation Cycle, 2080
0.041194451864499985, 367, Energy Intensity, 2075
0.041194451864499985, 367, Typesplit and Splitshare, 2073
0.041194451864499985, 367, Dwelling, 2054
0.040592733426746186, 368, Population, 2041
0.040592733426746186, 368, Renovation Cycle, 2091
0.040592733426746186, 368, Energy Intensity, 2073
0.040592733426746186, 368, Typesplit and Splitshare, 2087
0.040592733426746186, 368, Dwelling, 2085
0.04014345311636775, 369, Population, 2030
0.04014345311636775, 369, Renovation Cycle, 2059
0.04014345311636775, 369, Energy Intensity, 2093
0.04014345311636775, 369, Typesplit and Splitshare, 2057
0.04014345311636775, 369, Dwelling, 2038
0.03971651772129608, 370, Population, 2074
0.03971651772129608, 370, Renovation Cycle, 2038
0.03971651772129608, 370, Energy Intensity, 2072
0.03971651772129608, 370, Typesplit and Splitshare, 2090
0.03971651772129608, 370, Dwelling, 2096
0.03890905612957284, 371, Population, 2098
0.03890905612957284, 371, Renovation Cycle, 2027
0.03890905612957284, 371, Energy Intensity, 2084
0.03890905612957284, 371, Typesplit and Splitshare, 2095
0.03890905612957284, 371, Dwelling, 2090
0.038513452206401656, 372, Population, 2068
0.038513452206401656, 372, Renovation Cycle, 2084
0.038513452206401656, 372, Energy Intensity, 2060
0.038513452206401656, 372, Typesplit and Splitshare, 2092
0.038513452206401656, 372, Dwelling, 2054
0.03763036693182097, 373, Population, 2091
0.03763036693182097, 373, Renovation Cycle, 2086
0.03763036693182097, 373, Energy Intensity, 2071
0.03763036693182097, 373, Typesplit and Splitshare, 2099
0.03763036693182097, 373, Dwelling, 2052
0.03655700747799528, 374, Population, 2031
0.03655700747799528, 374, Renovation Cycle, 2077
0.03655700747799528, 374, Energy Intensity, 2080
0.03655700747799528, 374, Typesplit and Splitshare, 2062
0.03655700747799528, 374, Dwelling, 2086
0.036144783078406226, 375, Population, 2080
0.036144783078406226, 375, Renovation Cycle, 2093
0.036144783078406226, 375, Energy Intensity, 2091
0.036144783078406226, 375, Typesplit and Splitshare, 2093
0.036144783078406226, 375, Dwelling, 2050
0.03604452301416958, 376, Population, 2086
0.03604452301416958, 376, Renovation Cycle, 2027
0.03604452301416958, 376, Energy Intensity, 2084
0.03604452301416958, 376, Typesplit and Splitshare, 2072
0.03604452301416958, 376, Dwelling, 2073
0.03597213912721654, 377, Population, 2073
0.03597213912721654, 377, Renovation Cycle, 2083
0.03597213912721654, 377, Energy Intensity, 2037
0.03597213912721654, 377, Typesplit and Splitshare, 2035
0.03597213912721654, 377, Dwelling, 2035
0.03544931573075175, 378, Population, 2044
0.03544931573075175, 378, Renovation Cycle, 2061
0.03544931573075175, 378, Energy Intensity, 2068
0.03544931573075175, 378, Typesplit and Splitshare, 2051
0.03544931573075175, 378, Dwelling, 2038
0.035109030736339135, 379, Population, 2055
0.035109030736339135, 379, Renovation Cycle, 2097
0.035109030736339135, 379, Energy Intensity, 2066
0.035109030736339135, 379, Typesplit and Splitshare, 2085
0.035109030736339135, 379, Dwelling, 2026
0.03500882151753161, 380, Population, 2075
0.03500882151753161, 380, Renovation Cycle, 2063
0.03500882151753161, 380, Energy Intensity, 2088
0.03500882151753161, 380, Typesplit and Splitshare, 2088
0.03500882151753161, 380, Dwelling, 2026
0.03467340345109343, 381, Population, 2039
0.03467340345109343, 381, Renovation Cycle, 2045
0.03467340345109343, 381, Energy Intensity, 2085
0.03467340345109343, 381, Typesplit and Splitshare, 2087
0.03467340345109343, 381, Dwelling, 2086
0.03443589256183335, 382, Population, 2078
0.03443589256183335, 382, Renovation Cycle, 2087
0.03443589256183335, 382, Energy Intensity, 2073
0.03443589256183335, 382, Typesplit and Splitshare, 2060
0.03443589256183335, 382, Dwelling, 2030
0.03427646998995488, 383, Population, 2048
0.03427646998995488, 383, Renovation Cycle, 2065
0.03427646998995488, 383, Energy Intensity, 2060
0.03427646998995488, 383, Typesplit and Splitshare, 2040
0.03427646998995488, 383, Dwelling, 2054
0.034204490291779556, 384, Population, 2042
0.034204490291779556, 384, Renovation Cycle, 2048
0.034204490291779556, 384, Energy Intensity, 2069
0.034204490291779556, 384, Typesplit and Splitshare, 2046
0.034204490291779556, 384, Dwelling, 2061
0.03402523085203983, 385, Population, 2049
0.03402523085203983, 385, Renovation Cycle, 2048
0.03402523085203983, 385, Energy Intensity, 2049
0.03402523085203983, 385, Typesplit and Splitshare, 2070
0.03402523085203983, 385, Dwelling, 2027
0.03362954157916943, 386, Population, 2056
0.03362954157916943, 386, Renovation Cycle, 2042
0.03362954157916943, 386, Energy Intensity, 2050
0.03362954157916943, 386, Typesplit and Splitshare, 2049
0.03362954157916943, 386, Dwelling, 2078
0.03337313185627298, 387, Population, 2031
0.03337313185627298, 387, Renovation Cycle, 2029
0.03337313185627298, 387, Energy Intensity, 2049
0.03337313185627298, 387, Typesplit and Splitshare, 2040
0.03337313185627298, 387, Dwelling, 2039
0.032409731950227394, 388, Population, 2081
0.032409731950227394, 388, Renovation Cycle, 2057
0.032409731950227394, 388, Energy Intensity, 2058
0.032409731950227394, 388, Typesplit and Splitshare, 2066
0.032409731950227394, 388, Dwelling, 2080
0.03231232862689767, 389, Population, 2071
0.03231232862689767, 389, Renovation Cycle, 2060
0.03231232862689767, 389, Energy Intensity, 2040
0.03231232862689767, 389, Typesplit and Splitshare, 2037
0.03231232862689767, 389, Dwelling, 2052
0, 390, Population, 2099
0, 390, Renovation Cycle, 2081
0, 390, Energy Intensity, 2095
0, 390, Typesplit and Splitshare, 2026
0, 390, Dwelling, 2063
0, 391, Population, 2099
0, 391, Renovation Cycle, 2045
0, 391, Energy Intensity, 2075
0, 391, Typesplit and Splitshare, 2096
0, 391, Dwelling, 2044
0, 392, Population, 2099
0, 392, Renovation Cycle, 2036
0, 392, Energy Intensity, 2076
0, 392, Typesplit and Splitshare, 2088
0, 392, Dwelling, 2076
0, 393, Population, 2099
0, 393, Renovation Cycle, 2075
0, 393, Energy Intensity, 2080
0, 393, Typesplit and Splitshare, 2072
0, 393, Dwelling, 2074
0, 394, Population, 2099
0, 394, Renovation Cycle, 2039
0, 394, Energy Intensity, 2057
0, 394, Typesplit and Splitshare, 2060
0, 394, Dwelling, 2063
0, 395, Population, 2099
0, 395, Renovation Cycle, 2046
0, 395, Energy Intensity, 2039
0, 395, Typesplit and Splitshare, 2063
0, 395, Dwelling, 2034
0, 396, Population, 2099
0, 396, Renovation Cycle, 2047
0, 396, Energy Intensity, 2056
0, 396, Typesplit and Splitshare, 2047
0, 396, Dwelling, 2098
0, 397, Population, 2099
0, 397, Renovation Cycle, 2045
0, 397, Energy Intensity, 2080
0, 397, Typesplit and Splitshare, 2034
0, 397, Dwelling, 2051
0, 398, Population, 2099
0, 398, Renovation Cycle, 2077
0, 398, Energy Intensity, 2051
0, 398, Typesplit and Splitshare, 2078
0, 398, Dwelling, 2070
0, 399, Population, 2099
0, 399, Renovation Cycle, 2061
0, 399, Energy Intensity, 2066
0, 399, Typesplit and Splitshare, 2026
0, 399, Dwelling, 2054
