Generation,Diversity,Evenness,PopulationSize
92, 1.6094379124341005, 1.0000000000000002,5
93, 1.6094379124341005, 1.0000000000000002,5
94, 1.3321790402101223, 0.8277293767706428,5
95, 1.6094379124341005, 1.0000000000000002,5
96, 1.6094379124341005, 1.0000000000000002,5
97, 1.6094379124341005, 1.0000000000000002,5
98, 1.6094379124341005, 1.0000000000000002,5
99, 1.6094379124341005, 1.0000000000000002,5
100, 1.6094379124341005, 1.0000000000000002,5
0, 2.3025850929940455, 0.9999999999999998, 10
1, 2.3025850929940455, 0.9999999999999998, 10
2, 2.3025850929940455, 0.9999999999999998, 10
3, 2.3025850929940455, 0.9999999999999998, 10
4, 2.3025850929940455, 0.9999999999999998, 10
5, 2.3025850929940455, 0.9999999999999998, 10
6, 2.3025850929940455, 0.9999999999999998, 10
7, 2.3025850929940455, 0.9999999999999998, 10
8, 2.3025850929940455, 0.9999999999999998, 10
9, 1.9730014063936125, 0.8568636235841011, 10
10, 2.3025850929940455, 0.9999999999999998, 10
11, 2.3025850929940455, 0.9999999999999998, 10
12, 2.3025850929940455, 0.9999999999999998, 10
13, 1.9730014063936123, 0.856863623584101, 10
14, 2.3025850929940455, 0.9999999999999998, 10
15, 2.3025850929940455, 0.9999999999999998, 10
16, 2.3025850929940455, 0.9999999999999998, 10
17, 2.3025850929940455, 0.9999999999999998, 10
18, 2.1639556568820564, 0.9397940008672035, 10
19, 2.3025850929940455, 0.9999999999999998, 10
20, 2.3025850929940455, 0.9999999999999998, 10
21, 2.3025850929940455, 0.9999999999999998, 10
22, 2.0253262207700673, 0.8795880017344073, 10
23, 1.9730014063936123, 0.856863623584101, 10
24, 1.6094379124341003, 0.6989700043360187, 10
25, 1.8343719702816235, 0.7966576244513048, 10
26, 1.9730014063936123, 0.856863623584101, 10
27, 2.1639556568820564, 0.9397940008672035, 10
28, 2.1639556568820564, 0.9397940008672035, 10
29, 2.1639556568820564, 0.9397940008672035, 10
30, 2.3025850929940455, 0.9999999999999998, 10
31, 2.3025850929940455, 0.9999999999999998, 10
32, 2.3025850929940455, 0.9999999999999998, 10
33, 2.3025850929940455, 0.9999999999999998, 10
34, 1.7480673485460891, 0.7591760034688149, 10
35, 2.3025850929940455, 0.9999999999999998, 10
36, 2.1639556568820564, 0.9397940008672035, 10
37, 2.1639556568820564, 0.9397940008672035, 10
38, 2.3025850929940455, 0.9999999999999998, 10
39, 2.3025850929940455, 0.9999999999999998, 10
40, 2.3025850929940455, 0.9999999999999998, 10
41, 2.3025850929940455, 0.9999999999999998, 10
42, 2.3025850929940455, 0.9999999999999998, 10
43, 2.3025850929940455, 0.9999999999999998, 10
44, 2.3025850929940455, 0.9999999999999998, 10
45, 2.3025850929940455, 0.9999999999999998, 10
46, 2.3025850929940455, 0.9999999999999998, 10
47, 1.9730014063936125, 0.8568636235841011, 10
48, 2.1639556568820564, 0.9397940008672035, 10
49, 2.3025850929940455, 0.9999999999999998, 10
50, 2.3025850929940455, 0.9999999999999998, 10
51, 2.3025850929940455, 0.9999999999999998, 10
52, 2.3025850929940455, 0.9999999999999998, 10
53, 2.3025850929940455, 0.9999999999999998, 10
54, 2.3025850929940455, 0.9999999999999998, 10
55, 2.1639556568820564, 0.9397940008672035, 10
56, 2.3025850929940455, 0.9999999999999998, 10
57, 2.3025850929940455, 0.9999999999999998, 10
58, 2.3025850929940455, 0.9999999999999998, 10
59, 2.3025850929940455, 0.9999999999999998, 10
60, 2.3025850929940455, 0.9999999999999998, 10
61, 2.1639556568820564, 0.9397940008672035, 10
62, 2.3025850929940455, 0.9999999999999998, 10
63, 2.1639556568820564, 0.9397940008672035, 10
64, 2.1639556568820564, 0.9397940008672035, 10
65, 2.3025850929940455, 0.9999999999999998, 10
66, 2.3025850929940455, 0.9999999999999998, 10
67, 1.7480673485460891, 0.7591760034688149, 10
68, 2.1639556568820564, 0.9397940008672035, 10
69, 2.1639556568820564, 0.9397940008672035, 10
70, 2.0253262207700673, 0.8795880017344073, 10
71, 2.1639556568820564, 0.9397940008672035, 10
72, 1.9730014063936123, 0.856863623584101, 10
73, 2.3025850929940455, 0.9999999999999998, 10
74, 2.3025850929940455, 0.9999999999999998, 10
75, 2.3025850929940455, 0.9999999999999998, 10
76, 2.3025850929940455, 0.9999999999999998, 10
77, 1.9730014063936125, 0.8568636235841011, 10
78, 2.0253262207700673, 0.8795880017344073, 10
79, 2.3025850929940455, 0.9999999999999998, 10
80, 2.1639556568820564, 0.9397940008672035, 10
81, 2.1639556568820564, 0.9397940008672035, 10
82, 2.3025850929940455, 0.9999999999999998, 10
83, 2.3025850929940455, 0.9999999999999998, 10
84, 2.3025850929940455, 0.9999999999999998, 10
85, 2.1639556568820564, 0.9397940008672035, 10
86, 1.8343719702816235, 0.7966576244513048, 10
87, 1.9730014063936125, 0.8568636235841011, 10
88, 2.1639556568820564, 0.9397940008672035, 10
89, 2.3025850929940455, 0.9999999999999998, 10
90, 2.1639556568820564, 0.9397940008672035, 10
91, 2.3025850929940455, 0.9999999999999998, 10
92, 2.3025850929940455, 0.9999999999999998, 10
93, 2.1639556568820564, 0.9397940008672035, 10
94, 2.3025850929940455, 0.9999999999999998, 10
95, 2.3025850929940455, 0.9999999999999998, 10
96, 2.1639556568820564, 0.9397940008672035, 10
97, 2.3025850929940455, 0.9999999999999998, 10
98, 2.1639556568820564, 0.9397940008672035, 10
99, 2.3025850929940455, 0.9999999999999998, 10
100, 2.3025850929940455, 0.9999999999999998, 10
0, 3.401197381662154, 0.9999999999999996, 30
1, 3.3087777575874946, 0.9728273270545987, 30
2, 3.291336152795343, 0.9676992492528841, 30
3, 3.198916528720684, 0.9405265763074835, 30
4, 3.401197381662154, 0.9999999999999996, 30
5, 3.3549875696248246, 0.9864136635272992, 30
6, 3.401197381662154, 0.9999999999999996, 30
7, 3.401197381662154, 0.9999999999999996, 30
8, 3.3549875696248246, 0.9864136635272992, 30
9, 3.401197381662154, 0.9999999999999996, 30
10, 3.401197381662154, 0.9999999999999996, 30
11, 3.308777757587495, 0.9728273270545988, 30
12, 3.2913361527953433, 0.9676992492528842, 30
13, 3.3549875696248246, 0.9864136635272992, 30
14, 3.401197381662154, 0.9999999999999996, 30
15, 3.2913361527953433, 0.9676992492528842, 30
16, 3.308777757587495, 0.9728273270545988, 30
17, 3.401197381662154, 0.9999999999999996, 30
18, 3.3549875696248246, 0.9864136635272992, 30
19, 3.401197381662154, 0.9999999999999996, 30
20, 3.262567945550165, 0.9592409905818984, 30
21, 3.308777757587495, 0.9728273270545988, 30
22, 3.3549875696248246, 0.9864136635272992, 30
23, 3.2451263407580138, 0.9541129127801838, 30
24, 3.2913361527953433, 0.9676992492528842, 30
25, 3.2913361527953433, 0.9676992492528842, 30
26, 3.123938509438176, 0.9184819811637971, 30
27, 3.2163581335128355, 0.945654654109198, 30
28, 3.3549875696248246, 0.9864136635272992, 30
29, 3.2163581335128355, 0.945654654109198, 30
30, 3.2913361527953433, 0.9676992492528842, 30
31, 3.2913361527953433, 0.9676992492528842, 30
32, 3.3549875696248246, 0.9864136635272992, 30
33, 3.3549875696248246, 0.9864136635272992, 30
34, 3.401197381662154, 0.9999999999999996, 30
35, 3.3549875696248246, 0.9864136635272992, 30
36, 3.089055299853873, 0.9082258255603679, 30
37, 3.2451263407580138, 0.9541129127801838, 30
38, 3.3549875696248246, 0.9864136635272992, 30
39, 3.3087777575874946, 0.9728273270545987, 30
40, 3.3549875696248246, 0.9864136635272992, 30
41, 3.308777757587495, 0.9728273270545988, 30
42, 3.262567945550165, 0.9592409905818984, 30
43, 3.1527067166833542, 0.9269402398347829, 30
44, 3.089055299853873, 0.9082258255603679, 30
45, 3.1989165287206838, 0.9405265763074834, 30
46, 3.3087777575874946, 0.9728273270545987, 30
47, 3.401197381662154, 0.9999999999999996, 30
48, 3.262567945550165, 0.9592409905818984, 30
49, 3.1989165287206838, 0.9405265763074834, 30
50, 3.262567945550165, 0.9592409905818984, 30
51, 3.291336152795343, 0.9676992492528841, 30
52, 3.2163581335128355, 0.945654654109198, 30
53, 3.1814749239285325, 0.9353984985057688, 30
54, 3.3549875696248246, 0.9864136635272992, 30
55, 3.3087777575874946, 0.9728273270545987, 30
56, 3.2451263407580133, 0.9541129127801837, 30
57, 3.401197381662154, 0.9999999999999996, 30
58, 3.401197381662154, 0.9999999999999996, 30
59, 3.308777757587495, 0.9728273270545988, 30
60, 3.3549875696248246, 0.9864136635272992, 30
61, 3.3087777575874946, 0.9728273270545987, 30
62, 3.3087777575874946, 0.9728273270545987, 30
63, 3.1989165287206838, 0.9405265763074834, 30
64, 3.2163581335128355, 0.945654654109198, 30
65, 3.0428454878165434, 0.8946394890876675, 30
66, 3.401197381662154, 0.9999999999999996, 30
67, 3.401197381662154, 0.9999999999999996, 30
68, 3.3549875696248246, 0.9864136635272992, 30
69, 3.401197381662154, 0.9999999999999996, 30
70, 3.2625679455501655, 0.9592409905818985, 30
71, 3.3549875696248246, 0.9864136635272992, 30
72, 3.308777757587495, 0.9728273270545988, 30
73, 3.308777757587495, 0.9728273270545988, 30
74, 3.401197381662154, 0.9999999999999996, 30
75, 3.1989165287206838, 0.9405265763074834, 30
76, 3.401197381662154, 0.9999999999999996, 30
77, 3.308777757587495, 0.9728273270545988, 30
78, 3.401197381662154, 0.9999999999999996, 30
79, 3.262567945550165, 0.9592409905818984, 30
80, 3.401197381662154, 0.9999999999999996, 30
81, 3.3549875696248246, 0.9864136635272992, 30
82, 3.401197381662154, 0.9999999999999996, 30
83, 3.401197381662154, 0.9999999999999996, 30
84, 3.401197381662154, 0.9999999999999996, 30
85, 3.3549875696248246, 0.9864136635272992, 30
86, 3.401197381662154, 0.9999999999999996, 30
87, 3.401197381662154, 0.9999999999999996, 30
88, 3.3549875696248246, 0.9864136635272992, 30
89, 3.401197381662154, 0.9999999999999996, 30
90, 3.401197381662154, 0.9999999999999996, 30
91, 3.3549875696248246, 0.9864136635272992, 30
92, 3.3549875696248246, 0.9864136635272992, 30
93, 3.401197381662154, 0.9999999999999996, 30
94, 3.3087777575874946, 0.9728273270545987, 30
95, 3.2913361527953433, 0.9676992492528842, 30
96, 3.3549875696248246, 0.9864136635272992, 30
97, 3.3549875696248246, 0.9864136635272992, 30
98, 3.3549875696248246, 0.9864136635272992, 30
99, 3.3549875696248246, 0.9864136635272992, 30
100, 3.3549875696248246, 0.9864136635272992, 30
0, 0.6931471805599453, 1.0, 2
1, 0.6931471805599453, 1.0, 2
2, 0.6931471805599453, 1.0, 2
3, -0.0, -0.0, 2
4, 0.6931471805599453, 1.0, 2
5, 0.6931471805599453, 1.0, 2
6, 0.6931471805599453, 1.0, 2
7, -0.0, -0.0, 2
8, -0.0, -0.0, 2
9, 0.6931471805599453, 1.0, 2
10, 0.6931471805599453, 1.0, 2
11, 0.6931471805599453, 1.0, 2
12, -0.0, -0.0, 2
13, 0.6931471805599453, 1.0, 2
14, -0.0, -0.0, 2
15, 0.6931471805599453, 1.0, 2
16, 0.6931471805599453, 1.0, 2
17, 0.6931471805599453, 1.0, 2
18, -0.0, -0.0, 2
19, 0.6931471805599453, 1.0, 2
20, 0.6931471805599453, 1.0, 2
21, 0.6931471805599453, 1.0, 2
22, 0.6931471805599453, 1.0, 2
23, -0.0, -0.0, 2
24, 0.6931471805599453, 1.0, 2
25, -0.0, -0.0, 2
26, 0.6931471805599453, 1.0, 2
27, 0.6931471805599453, 1.0, 2
28, 0.6931471805599453, 1.0, 2
29, -0.0, -0.0, 2
30, 0.6931471805599453, 1.0, 2
31, 0.6931471805599453, 1.0, 2
32, 0.6931471805599453, 1.0, 2
33, 0.6931471805599453, 1.0, 2
34, 0.6931471805599453, 1.0, 2
35, -0.0, -0.0, 2
36, -0.0, -0.0, 2
37, 0.6931471805599453, 1.0, 2
38, 0.6931471805599453, 1.0, 2
39, 0.6931471805599453, 1.0, 2
40, -0.0, -0.0, 2
41, 0.6931471805599453, 1.0, 2
42, 0.6931471805599453, 1.0, 2
43, 0.6931471805599453, 1.0, 2
44, 0.6931471805599453, 1.0, 2
45, 0.6931471805599453, 1.0, 2
46, -0.0, -0.0, 2
47, 0.6931471805599453, 1.0, 2
48, 0.6931471805599453, 1.0, 2
49, 0.6931471805599453, 1.0, 2
50, 0.6931471805599453, 1.0, 2
51, 0.6931471805599453, 1.0, 2
52, 0.6931471805599453, 1.0, 2
53, 0.6931471805599453, 1.0, 2
54, -0.0, -0.0, 2
55, -0.0, -0.0, 2
56, -0.0, -0.0, 2
57, 0.6931471805599453, 1.0, 2
58, 0.6931471805599453, 1.0, 2
59, 0.6931471805599453, 1.0, 2
60, -0.0, -0.0, 2
61, -0.0, -0.0, 2
62, 0.6931471805599453, 1.0, 2
63, 0.6931471805599453, 1.0, 2
64, 0.6931471805599453, 1.0, 2
65, 0.6931471805599453, 1.0, 2
66, 0.6931471805599453, 1.0, 2
67, 0.6931471805599453, 1.0, 2
68, 0.6931471805599453, 1.0, 2
69, 0.6931471805599453, 1.0, 2
70, 0.6931471805599453, 1.0, 2
71, 0.6931471805599453, 1.0, 2
72, 0.6931471805599453, 1.0, 2
73, 0.6931471805599453, 1.0, 2
74, 0.6931471805599453, 1.0, 2
75, 0.6931471805599453, 1.0, 2
76, 0.6931471805599453, 1.0, 2
77, 0.6931471805599453, 1.0, 2
78, 0.6931471805599453, 1.0, 2
79, -0.0, -0.0, 2
80, 0.6931471805599453, 1.0, 2
81, 0.6931471805599453, 1.0, 2
82, 0.6931471805599453, 1.0, 2
83, -0.0, -0.0, 2
84, 0.6931471805599453, 1.0, 2
85, 0.6931471805599453, 1.0, 2
86, 0.6931471805599453, 1.0, 2
87, 0.6931471805599453, 1.0, 2
88, 0.6931471805599453, 1.0, 2
89, 0.6931471805599453, 1.0, 2
90, 0.6931471805599453, 1.0, 2
91, 0.6931471805599453, 1.0, 2
92, 0.6931471805599453, 1.0, 2
93, 0.6931471805599453, 1.0, 2
94, -0.0, -0.0, 2
95, 0.6931471805599453, 1.0, 2
96, -0.0, -0.0, 2
97, -0.0, -0.0, 2
98, 0.6931471805599453, 1.0, 2
99, 0.6931471805599453, 1.0, 2
100, 0.6931471805599453, 1.0, 2
0, 3.912023005428145, 0.9999999999999998, 50
1, 3.8842971182057475, 0.9929126471945775, 50
2, 3.912023005428145, 0.9999999999999998, 50
3, 3.8461062681080587, 0.9831502173610369, 50
4, 3.912023005428145, 0.9999999999999998, 50
5, 3.8183803808856607, 0.9760628645556145, 50
6, 3.884297118205747, 0.9929126471945774, 50
7, 3.912023005428145, 0.9999999999999998, 50
8, 3.7906544936632627, 0.9689755117501923, 50
9, 3.912023005428145, 0.9999999999999998, 50
10, 3.912023005428145, 0.9999999999999998, 50
11, 3.8842971182057475, 0.9929126471945775, 50
12, 3.8565712309833495, 0.9858252943891551, 50
13, 3.884297118205747, 0.9929126471945774, 50
14, 3.762928606440865, 0.96188815894477, 50
15, 3.8461062681080582, 0.9831502173610368, 50
16, 3.912023005428145, 0.9999999999999998, 50
17, 3.884297118205747, 0.9929126471945774, 50
18, 3.912023005428145, 0.9999999999999998, 50
19, 3.912023005428145, 0.9999999999999998, 50
20, 3.912023005428145, 0.9999999999999998, 50
21, 3.912023005428145, 0.9999999999999998, 50
22, 3.912023005428145, 0.9999999999999998, 50
23, 3.884297118205747, 0.9929126471945774, 50
24, 3.8288453437609515, 0.9787379415837328, 50
25, 3.8288453437609515, 0.9787379415837328, 50
26, 3.7906544936632627, 0.9689755117501923, 50
27, 3.856571230983349, 0.985825294389155, 50
28, 3.8288453437609515, 0.9787379415837328, 50
29, 3.8183803808856607, 0.9760628645556145, 50
30, 3.7456676820937584, 0.9574758831674659, 50
31, 3.884297118205747, 0.9929126471945774, 50
32, 3.801119456538554, 0.9716505887783106, 50
33, 3.884297118205747, 0.9929126471945774, 50
34, 3.912023005428145, 0.9999999999999998, 50
35, 3.912023005428145, 0.9999999999999998, 50
36, 3.884297118205747, 0.9929126471945774, 50
37, 3.8288453437609515, 0.9787379415837328, 50
38, 3.7456676820937584, 0.9574758831674659, 50
39, 3.912023005428145, 0.9999999999999998, 50
40, 3.912023005428145, 0.9999999999999998, 50
41, 3.8565712309833495, 0.9858252943891551, 50
42, 3.884297118205747, 0.9929126471945774, 50
43, 3.884297118205747, 0.9929126471945774, 50
44, 3.912023005428145, 0.9999999999999998, 50
45, 3.912023005428145, 0.9999999999999998, 50
46, 3.773393569316156, 0.9645632359728882, 50
47, 3.7074768319960696, 0.9477134533339253, 50
48, 3.8565712309833495, 0.9858252943891551, 50
49, 3.8011194565385535, 0.9716505887783105, 50
50, 3.7456676820937584, 0.9574758831674659, 50
51, 3.884297118205747, 0.9929126471945774, 50
52, 3.884297118205747, 0.9929126471945774, 50
53, 3.8565712309833495, 0.9858252943891551, 50
54, 3.751079214184735, 0.9588591910067776, 50
55, 3.8183803808856607, 0.9760628645556145, 50
56, 3.8565712309833495, 0.9858252943891551, 50
57, 3.8288453437609515, 0.9787379415837328, 50
58, 3.8565712309833495, 0.9858252943891551, 50
59, 3.8565712309833495, 0.9858252943891551, 50
60, 3.884297118205747, 0.9929126471945774, 50
61, 3.801119456538554, 0.9716505887783106, 50
62, 3.912023005428145, 0.9999999999999998, 50
63, 3.912023005428145, 0.9999999999999998, 50
64, 3.884297118205747, 0.9929126471945774, 50
65, 3.773393569316156, 0.9645632359728882, 50
66, 3.8565712309833495, 0.9858252943891551, 50
67, 3.7906544936632627, 0.9689755117501923, 50
68, 3.8565712309833495, 0.9858252943891551, 50
69, 3.8288453437609515, 0.9787379415837328, 50
70, 3.8565712309833495, 0.9858252943891551, 50
71, 3.884297118205747, 0.9929126471945774, 50
72, 3.8011194565385535, 0.9716505887783105, 50
73, 3.679750944773672, 0.9406261005285032, 50
74, 3.8288453437609515, 0.9787379415837328, 50
75, 3.856571230983349, 0.985825294389155, 50
76, 3.8011194565385535, 0.9716505887783105, 50
77, 3.762928606440865, 0.96188815894477, 50
78, 3.884297118205747, 0.9929126471945774, 50
79, 3.912023005428145, 0.9999999999999998, 50
80, 3.884297118205747, 0.9929126471945774, 50
81, 3.8565712309833495, 0.9858252943891551, 50
82, 3.912023005428145, 0.9999999999999998, 50
83, 3.8565712309833495, 0.9858252943891551, 50
84, 3.773393569316156, 0.9645632359728882, 50
85, 3.8461062681080582, 0.9831502173610368, 50
86, 3.8565712309833495, 0.9858252943891551, 50
87, 3.884297118205747, 0.9929126471945774, 50
88, 3.8288453437609515, 0.9787379415837328, 50
89, 3.912023005428145, 0.9999999999999998, 50
90, 3.801119456538554, 0.9716505887783106, 50
91, 3.856571230983349, 0.985825294389155, 50
92, 3.8288453437609515, 0.9787379415837328, 50
93, 3.7456676820937584, 0.9574758831674659, 50
94, 3.762928606440865, 0.96188815894477, 50
95, 3.884297118205747, 0.9929126471945774, 50
96, 3.884297118205747, 0.9929126471945774, 50
97, 3.8565712309833495, 0.9858252943891551, 50
98, 3.8565712309833495, 0.9858252943891551, 50
99, 3.912023005428145, 0.9999999999999998, 50
100, 3.856571230983349, 0.985825294389155, 50
