"Fitness", "Generation", "Variable", "Value"
1.4267394819394328, 25, Population, 1
1.4267394819394328, 25, Renovation Cycle, 0.26325678535231745
1.4267394819394328, 25, Energy Intensity, 0.27101527407641746
1.4267394819394328, 25, Typesplit and Splitshare, 0.999818848474169
1.4267394819394328, 25, Dwelling, 0.5684436545429142
1.3713942001496922, 37, Population, 1
1.3713942001496922, 37, Renovation Cycle, 0.32979388384685504
1.3713942001496922, 37, Energy Intensity, 0.025278433045750837
1.3713942001496922, 37, Typesplit and Splitshare, 0.9983047075727541
1.3713942001496922, 37, Dwelling, 0.15169678651842955
1.3143648490117938, 34, Population, 1
1.3143648490117938, 34, Renovation Cycle, 0.16146821618219287
1.3143648490117938, 34, Energy Intensity, 0.13584577172615642
1.3143648490117938, 34, Typesplit and Splitshare, 0.9967605243253093
1.3143648490117938, 34, Dwelling, 0.5328292316204766
1.2145857236428128, 47, Population, 1
1.2145857236428128, 47, Renovation Cycle, 0.08443264108273152
1.2145857236428128, 47, Energy Intensity, 0.19339061815747272
1.2145857236428128, 47, Typesplit and Splitshare, 0.9937952984323585
1.2145857236428128, 47, Dwelling, 0.07350552286255163
1.2442641247824806, 48, Population, 1
1.2442641247824806, 48, Renovation Cycle, 0.10085460751631081
1.2442641247824806, 48, Energy Intensity, 0.015601610446026037
1.2442641247824806, 48, Typesplit and Splitshare, 0.9947119377805448
1.2442641247824806, 48, Dwelling, 0.11172343948869012
1.2132826162668686, 50, Population, 1
1.2132826162668686, 50, Renovation Cycle, 0.2633136981563541
1.2132826162668686, 50, Energy Intensity, 0.08985108683857979
1.2132826162668686, 50, Typesplit and Splitshare, 0.9937544560978667
1.2132826162668686, 50, Dwelling, 0.23091966970949607
1.2658957478579667, 34, Population, 1
1.2658957478579667, 34, Renovation Cycle, 0.15842563344763383
1.2658957478579667, 34, Energy Intensity, 0.2098930899064957
1.2658957478579667, 34, Typesplit and Splitshare, 0.9953631799748689
1.2658957478579667, 34, Dwelling, 0.9197290919730375
1.2046772606810519, 37, Population, 1
1.2046772606810519, 37, Renovation Cycle, 0.24338704987522108
1.2046772606810519, 37, Energy Intensity, 0.046194355242286766
1.2046772606810519, 37, Typesplit and Splitshare, 0.9934728835098731
1.2046772606810519, 37, Dwelling, 0.9741424817515277
1.2056102740161527, 44, Population, 1
1.2056102740161527, 44, Renovation Cycle, 0.1343480740637354
1.2056102740161527, 44, Energy Intensity, 0.10005650826708923
1.2056102740161527, 44, Typesplit and Splitshare, 0.9935024965835145
1.2056102740161527, 44, Dwelling, 0.18729374468824034
1.1742658957003158, 48, Population, 1
1.1742658957003158, 48, Renovation Cycle, 0.09994134988130621
1.1742658957003158, 48, Energy Intensity, 0.003057757141349815
1.1742658957003158, 48, Typesplit and Splitshare, 0.9924837670669874
1.1742658957003158, 48, Dwelling, 0.34836919165125735
1.4170969276577172, 40, Population, 1
1.4170969276577172, 40, Renovation Cycle, 0.04780222869128414
1.4170969276577172, 40, Energy Intensity, 0.14093012557316553
1.4170969276577172, 40, Typesplit and Splitshare, 0.9994701302493676
1.4170969276577172, 40, Dwelling, 0.6870172553972191
1.370352980692807, 9, Population, 1
1.370352980692807, 9, Renovation Cycle, 0.9331811465798817
1.370352980692807, 9, Energy Intensity, 0.018560421430195984
1.370352980692807, 9, Typesplit and Splitshare, 0.9983077072498744
1.370352980692807, 9, Dwelling, 0.33626093833400295
1.4334188982706764, 29, Population, 1
1.4334188982706764, 29, Renovation Cycle, 0.1561353248559827
1.4334188982706764, 29, Energy Intensity, 0.18036426890688062
1.4334188982706764, 29, Typesplit and Splitshare, 0.9998715982524784
1.4334188982706764, 29, Dwelling, 0.052848040510637295
1.4004664886337916, 0, Population, 1
1.4004664886337916, 0, Renovation Cycle, 0.5783218230259484
1.4004664886337916, 0, Energy Intensity, 0.27429360508014977
1.4004664886337916, 0, Typesplit and Splitshare, 0.9991984417466233
1.4004664886337916, 0, Dwelling, 0.26950716927255103
1.3502939404672465, 43, Population, 1
1.3502939404672465, 43, Renovation Cycle, 0.2557669958520239
1.3502939404672465, 43, Energy Intensity, 0.18148259164526614
1.3502939404672465, 43, Typesplit and Splitshare, 0.9977766773586185
1.3502939404672465, 43, Dwelling, 0.964032247760278
1.380019221058159, 29, Population, 1
1.380019221058159, 29, Renovation Cycle, 0.12333619148622021
1.380019221058159, 29, Energy Intensity, 0.11150441409066614
1.380019221058159, 29, Typesplit and Splitshare, 0.9985285898590355
1.380019221058159, 29, Dwelling, 0.06023089070544152
1.3453747031993897, 25, Population, 1
1.3453747031993897, 25, Renovation Cycle, 0.034224895240830944
1.3453747031993897, 25, Energy Intensity, 0.025904104669515315
1.3453747031993897, 25, Typesplit and Splitshare, 0.9976125837255987
1.3453747031993897, 25, Dwelling, 0.6719613791988821
1.2860808356539168, 8, Population, 1
1.2860808356539168, 8, Renovation Cycle, 0.13475448641027443
1.2860808356539168, 8, Energy Intensity, 0.17560640687420537
1.2860808356539168, 8, Typesplit and Splitshare, 0.9960181246605965
1.2860808356539168, 8, Dwelling, 0.3631685549825955
1.1598342952294356, 59, Population, 1
1.1598342952294356, 59, Renovation Cycle, 0.16030810734009493
1.1598342952294356, 59, Energy Intensity, 0.16118926277753332
1.1598342952294356, 59, Typesplit and Splitshare, 0.9920136764894091
1.1598342952294356, 59, Dwelling, 0.8166558588944116
1.2832017648731682, 40, Population, 1
1.2832017648731682, 40, Renovation Cycle, 0.1308872603547171
1.2832017648731682, 40, Energy Intensity, 0.20841903767520376
1.2832017648731682, 40, Typesplit and Splitshare, 0.995871667219563
1.2832017648731682, 40, Dwelling, 0.8698169947479056
1.3944070512000584, 36, Population, 1
1.3944070512000584, 36, Renovation Cycle, 0.9205887934294158
1.3944070512000584, 36, Energy Intensity, 0.18814452462986675
1.3944070512000584, 36, Typesplit and Splitshare, 0.9989055182830329
1.3944070512000584, 36, Dwelling, 0.7947056184005351
1.3988009565233148, 33, Population, 1
1.3988009565233148, 33, Renovation Cycle, 0.23987642264604325
1.3988009565233148, 33, Energy Intensity, 0.0469639071162018
1.3988009565233148, 33, Typesplit and Splitshare, 0.9990134252802021
1.3988009565233148, 33, Dwelling, 0.7829164576809297
1.3563749928454691, 14, Population, 1
1.3563749928454691, 14, Renovation Cycle, 0.4353117739209518
1.3563749928454691, 14, Energy Intensity, 0.03202570715369413
1.3563749928454691, 14, Typesplit and Splitshare, 0.9979410842201479
1.3563749928454691, 14, Dwelling, 0.27654656507534603
1.3664565048218074, 16, Population, 1
1.3664565048218074, 16, Renovation Cycle, 0.3993650068474074
1.3664565048218074, 16, Energy Intensity, 0.022910894367354384
1.3664565048218074, 16, Typesplit and Splitshare, 0.9981753013443653
1.3664565048218074, 16, Dwelling, 0.08606773674562151
1.4265481506515414, 0, Population, 1
1.4265481506515414, 0, Renovation Cycle, 0.2914094578763805
1.4265481506515414, 0, Energy Intensity, 0.1827317380553315
1.4265481506515414, 0, Typesplit and Splitshare, 0.9997083982776691
1.4265481506515414, 0, Dwelling, 0.8579575816426183
1.418094314527542, 1, Population, 1
1.418094314527542, 1, Renovation Cycle, 0.6263189400232256
1.418094314527542, 1, Energy Intensity, 0.26851465950062736
1.418094314527542, 1, Typesplit and Splitshare, 0.9996044181022599
1.418094314527542, 1, Dwelling, 0.8741485668938094
1.4198490332919638, 12, Population, 1
1.4198490332919638, 12, Renovation Cycle, 0.12825230726638148
1.4198490332919638, 12, Energy Intensity, 0.21234962593904527
1.4198490332919638, 12, Typesplit and Splitshare, 0.9995450211540698
1.4198490332919638, 12, Dwelling, 0.722945510000171
1.4103763370402225, 16, Population, 1
1.4103763370402225, 16, Renovation Cycle, 0.6665504080329049
1.4103763370402225, 16, Energy Intensity, 0.008113202816097731
1.4103763370402225, 16, Typesplit and Splitshare, 0.9993159390293861
1.4103763370402225, 16, Dwelling, 0.48342991217439935
1.2001367227133726, 10, Population, 1
1.2001367227133726, 10, Renovation Cycle, 0.057621374327878394
1.2001367227133726, 10, Energy Intensity, 0.22072244549749687
1.2001367227133726, 10, Typesplit and Splitshare, 0.9933262705054735
1.2001367227133726, 10, Dwelling, 0.6926197191943927
1.4196214133534557, 3, Population, 1
1.4196214133534557, 3, Renovation Cycle, 0.5871748996637383
1.4196214133534557, 3, Energy Intensity, 0.06195314960957865
1.4196214133534557, 3, Typesplit and Splitshare, 0.9995388180924838
1.4196214133534557, 3, Dwelling, 0.84878745005486
