"Fitness", "Generation", "Variable", "Value"
1.3664565048218074, 16, Typesplit and Splitshare, 2099
1.3664565048218074, 16, Dwelling, 2067
1.4265481506515414, 0, Population, 2100
1.4265481506515414, 0, Renovation Cycle, 2090
1.4265481506515414, 0, Energy Intensity, 2094
1.4265481506515414, 0, Typesplit and Splitshare, 2037
1.4265481506515414, 0, Dwelling, 2091
1.418094314527542, 1, Population, 2100
1.418094314527542, 1, Renovation Cycle, 2070
1.418094314527542, 1, Energy Intensity, 2033
1.418094314527542, 1, Typesplit and Splitshare, 2041
1.418094314527542, 1, Dwelling, 2028
1.4198490332919638, 12, Population, 2100
1.4198490332919638, 12, Renovation Cycle, 2071
1.4198490332919638, 12, Energy Intensity, 2077
1.4198490332919638, 12, Typesplit and Splitshare, 2035
1.4198490332919638, 12, Dwelling, 2041
1.4103763370402225, 16, Population, 2100
1.4103763370402225, 16, Renovation Cycle, 2046
1.4103763370402225, 16, Energy Intensity, 2048
1.4103763370402225, 16, Typesplit and Splitshare, 2026
1.4103763370402225, 16, Dwelling, 2073
1.2001367227133726, 10, Population, 2100
1.2001367227133726, 10, Renovation Cycle, 2031
1.2001367227133726, 10, Energy Intensity, 2080
1.2001367227133726, 10, Typesplit and Splitshare, 2099
1.2001367227133726, 10, Dwelling, 2080
1.4196214133534557, 3, Population, 2100
1.4196214133534557, 3, Renovation Cycle, 2026
1.4196214133534557, 3, Energy Intensity, 2078
1.4196214133534557, 3, Typesplit and Splitshare, 2090
1.4196214133534557, 3, Dwelling, 2095
