"Fitness", "Generation", "Variable", "Value"
16.14906297263624, 49, Energy Intensity, 0.19491669320184357
16.14906297263624, 49, Typesplit and Splitshare, 0.9950212233848238
16.14906297263624, 49, Dwelling, 0.34019525197083067
17.49575850979844, 46, Population, 0.18896289496526641
17.49575850979844, 46, Renovation Cycle, 0.271932063725854
17.49575850979844, 46, Energy Intensity, 0.04940278854159641
17.49575850979844, 46, Typesplit and Splitshare, 0.9959548808688383
17.49575850979844, 46, Dwelling, 0.8949422675725407
13.649748045931698, 43, Population, 0.08137462935131945
13.649748045931698, 43, Renovation Cycle, 0.010011260311264647
13.649748045931698, 43, Energy Intensity, 0.18599764916064887
13.649748045931698, 43, Typesplit and Splitshare, 0.9874786974120252
13.649748045931698, 43, Dwelling, 0.6801219674590905
17.21824063597105, 32, Population, 0.08937754816338783
17.21824063597105, 32, Renovation Cycle, 0.11844420607686212
17.21824063597105, 32, Energy Intensity, 0.16790646421686328
17.21824063597105, 32, Typesplit and Splitshare, 0.994043396355401
17.21824063597105, 32, Dwelling, 0.040293066449486936
15.184783429929668, 39, Population, 0.12829825713731102
15.184783429929668, 39, Renovation Cycle, 0.7157274066431505
15.184783429929668, 39, Energy Intensity, 0.2045535376539902
15.184783429929668, 39, Typesplit and Splitshare, 0.9933206981669148
15.184783429929668, 39, Dwelling, 0.4311178586223088
19.060696131699896, 31, Population, 0.062326628074393264
19.060696131699896, 31, Renovation Cycle, 0.11073158552291607
19.060696131699896, 31, Energy Intensity, 0.11019343260203562
19.060696131699896, 31, Typesplit and Splitshare, 0.9981568351152632
19.060696131699896, 31, Dwelling, 0.8831419205225374
14.018630790709356, 50, Population, 0.12031139426094917
14.018630790709356, 50, Renovation Cycle, 0.7365485904399642
14.018630790709356, 50, Energy Intensity, 0.134298899232852
14.018630790709356, 50, Typesplit and Splitshare, 0.9923641443614135
14.018630790709356, 50, Dwelling, 0.2652808035521632
15.615331753781998, 29, Population, 0.19783673364597432
15.615331753781998, 29, Renovation Cycle, 0.9664046989922728
15.615331753781998, 29, Energy Intensity, 0.009614237283970928
15.615331753781998, 29, Typesplit and Splitshare, 0.9971252213514274
15.615331753781998, 29, Dwelling, 0.5237480494242415
14.015683621824364, 47, Population, 0.03881931384685178
14.015683621824364, 47, Renovation Cycle, 0.9316785449185047
14.015683621824364, 47, Energy Intensity, 0.15579137740790627
14.015683621824364, 47, Typesplit and Splitshare, 0.9896476403058984
14.015683621824364, 47, Dwelling, 0.9460366717613248
15.641298500514155, 25, Population, 0.11616564626837933
15.641298500514155, 25, Renovation Cycle, 0.350156952246395
15.641298500514155, 25, Energy Intensity, 8.516912233891283e-05
15.641298500514155, 25, Typesplit and Splitshare, 0.9990501880206185
15.641298500514155, 25, Dwelling, 0.40846123202553575
19.28745020000784, 30, Population, 0.15148022040894027
19.28745020000784, 30, Renovation Cycle, 0.12320973736764385
19.28745020000784, 30, Energy Intensity, 0.06465117981563895
19.28745020000784, 30, Typesplit and Splitshare, 0.9984660490227654
19.28745020000784, 30, Dwelling, 0.9413943606581511
18.239571314585795, 50, Population, 0.0004383565265192457
18.239571314585795, 50, Renovation Cycle, 0.26680159786527013
18.239571314585795, 50, Energy Intensity, 0.31471887492614026
18.239571314585795, 50, Typesplit and Splitshare, 0.999785570862203
18.239571314585795, 50, Dwelling, 0.35008811595658273
21.41210579300863, 45, Population, 0.13895336312860307
21.41210579300863, 45, Renovation Cycle, 0.9826612721615452
21.41210579300863, 45, Energy Intensity, 0.1724557879553984
21.41210579300863, 45, Typesplit and Splitshare, 0.9997289801384965
21.41210579300863, 45, Dwelling, 0.039428370878662244
15.06234827271036, 49, Population, 0.18735173705725117
15.06234827271036, 49, Renovation Cycle, 0.5255422995077456
15.06234827271036, 49, Energy Intensity, 0.10529811365220709
15.06234827271036, 49, Typesplit and Splitshare, 0.9978718471476625
15.06234827271036, 49, Dwelling, 0.6036894892557487
14.582479582999579, 33, Population, 0.15519269259014168
14.582479582999579, 33, Renovation Cycle, 0.26922283142511927
14.582479582999579, 33, Energy Intensity, 0.08539395116229032
14.582479582999579, 33, Typesplit and Splitshare, 0.990885378042325
14.582479582999579, 33, Dwelling, 0.6772424851735341
18.773348876856762, 45, Population, 0.19897967140973782
18.773348876856762, 45, Renovation Cycle, 0.22546781391643034
18.773348876856762, 45, Energy Intensity, 0.0460562408795433
18.773348876856762, 45, Typesplit and Splitshare, 0.996405274567995
18.773348876856762, 45, Dwelling, 0.5510026640174029
19.996709142095273, 41, Population, 0.1762995429381653
19.996709142095273, 41, Renovation Cycle, 0.6666223499856676
19.996709142095273, 41, Energy Intensity, 0.1881562954415108
19.996709142095273, 41, Typesplit and Splitshare, 0.9993638252391435
19.996709142095273, 41, Dwelling, 0.6370268363824334
15.899946439845491, 13, Population, 0.02937043635630776
15.899946439845491, 13, Renovation Cycle, 0.9972061109978783
15.899946439845491, 13, Energy Intensity, 0.13281280930676176
15.899946439845491, 13, Typesplit and Splitshare, 0.9918787731262612
15.899946439845491, 13, Dwelling, 0.1692070356389197
